datacreationdate,sitename,aqi,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,co_8hr,pm2.5_avg,pm10_avg,so2_avg,測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm)
2024-01-26 14:00:00,竹山,80.0,1.7,0.33,59.5,25.0,38.0,24.0,8.2,9.2,1.0,0.3,27.4,33.0,1.0,1005.3,21.0,60.0,1.1,315.0,3.2,245.0,0.0
2024-01-26 15:00:00,竹山,83.0,1.6,0.31,65.5,32.9,46.0,33.0,8.0,8.9,0.9,0.3,28.4,36.0,1.0,1005.0,20.5,63.0,1.2,283.0,4.0,334.0,0.0
2024-01-26 16:00:00,竹山,83.0,2.1,0.36,56.1,39.4,52.0,27.0,13.9,15.5,1.5,0.3,28.5,38.0,1.0,1004.8,20.1,64.0,0.7,275.0,7.1,326.0,0.0
2024-01-26 17:00:00,竹山,84.0,2.2,0.36,55.7,45.6,57.0,35.0,14.1,15.2,1.1,0.3,29.0,42.0,1.0,1005.0,18.8,68.0,0.3,294.0,2.7,347.0,0.0
2024-01-26 18:00:00,竹山,88.0,2.5,0.4,42.1,49.3,64.0,33.0,18.0,18.8,0.7,0.3,30.5,47.0,1.0,1004.9,17.0,74.0,0.0,0.0,2.8,295.0,0.0
2024-01-26 19:00:00,竹山,90.0,2.0,0.42,27.7,49.4,69.0,37.0,21.7,22.4,0.7,0.3,31.5,52.0,1.0,1005.6,15.5,80.0,0.1,0.0,2.0,332.0,0.0
2024-01-26 20:00:00,竹山,91.0,1.9,0.46,19.3,46.9,52.0,30.0,23.1,23.9,0.8,0.3,31.8,52.0,1.0,1006.3,15.2,79.0,0.4,70.0,3.8,42.0,0.0
2024-01-26 21:00:00,竹山,91.0,1.7,0.5,10.4,42.0,46.0,33.0,26.5,27.5,0.9,0.3,31.8,52.0,1.0,1006.7,14.4,85.0,0.3,148.0,1.7,330.0,0.0
2024-01-26 22:00:00,竹山,93.0,1.4,0.52,4.8,35.2,45.0,37.0,26.4,28.5,2.1,0.4,32.7,50.0,1.0,1007.2,13.5,89.0,0.2,0.0,1.6,128.0,0.0
2024-01-26 23:00:00,竹山,95.0,1.3,0.49,4.5,27.6,41.0,39.0,21.2,22.8,1.5,0.4,33.4,47.0,1.0,1007.0,14.0,90.0,0.4,58.0,1.7,83.0,0.0
2024-01-27 00:00:00,竹山,97.0,1.2,0.39,8.0,21.6,50.0,33.0,16.5,17.4,0.9,0.4,34.1,47.0,1.0,1006.7,14.1,89.0,0.0,0.0,1.8,252.0,0.0
2024-01-27 01:00:00,竹山,99.0,1.2,0.4,7.8,15.6,48.0,39.0,13.9,14.6,0.7,0.4,35.1,48.0,1.0,1006.1,14.2,90.0,0.0,0.0,1.3,146.0,0.0
2024-01-27 02:00:00,竹山,103.0,0.9,0.42,5.1,11.0,46.0,40.0,17.6,18.1,0.4,0.4,36.2,48.0,1.0,1005.7,14.1,91.0,0.6,278.0,1.6,265.0,0.0
2024-01-27 03:00:00,竹山,100.0,1.1,0.4,7.7,8.4,40.0,32.0,17.6,18.0,0.4,0.4,35.2,48.0,1.0,1005.9,12.9,91.0,0.1,0.0,3.3,320.0,0.0
2024-01-27 04:00:00,竹山,100.0,1.4,0.4,7.9,7.0,37.0,31.0,17.9,18.3,0.4,0.4,35.2,46.0,1.0,1005.3,13.2,89.0,0.6,355.0,2.6,73.0,0.0
2024-01-27 05:00:00,竹山,95.0,1.0,0.38,7.8,6.7,37.0,28.0,18.4,18.9,0.4,0.4,33.5,43.0,1.0,1005.2,12.6,92.0,0.2,0.0,4.5,39.0,0.0
2024-01-27 06:00:00,竹山,92.0,0.8,0.41,2.9,6.5,36.0,31.0,18.3,19.3,0.9,0.4,32.3,41.0,1.0,1005.8,12.2,95.0,0.0,0.0,1.5,159.0,0.0
2024-01-27 07:00:00,竹山,91.0,1.0,0.47,1.1,6.0,43.0,31.0,17.0,20.2,3.1,0.4,31.9,40.0,1.0,1006.2,11.8,96.0,0.0,0.0,2.6,336.0,0.0
2024-01-27 08:00:00,竹山,90.0,1.1,0.43,9.0,6.2,39.0,27.0,16.5,21.1,4.5,0.4,31.3,40.0,1.0,1007.2,13.2,92.0,0.2,0.0,3.0,22.0,0.0
2024-01-27 09:00:00,竹山,92.0,1.4,0.44,11.4,6.6,47.0,34.0,16.5,22.2,5.6,0.4,32.1,41.0,1.0,1007.7,14.4,86.0,1.6,63.0,3.6,88.0,0.0
2024-01-27 10:00:00,竹山,92.0,1.7,0.43,15.6,7.9,40.0,32.0,15.8,22.8,6.9,0.4,32.0,42.0,1.0,1007.0,18.5,75.0,0.3,359.0,3.6,64.0,0.0
2024-01-27 11:00:00,竹山,91.0,1.4,0.41,27.1,10.4,42.0,32.0,13.2,18.5,5.2,0.4,31.8,42.0,1.0,1006.1,21.5,64.0,2.2,318.0,4.4,341.0,0.0
2024-01-27 12:00:00,竹山,93.0,1.4,0.39,46.4,15.2,58.0,34.0,10.8,13.0,2.1,0.4,32.7,44.0,1.0,1005.4,21.6,62.0,1.5,287.0,4.9,343.0,0.0
2024-01-27 13:00:00,竹山,95.0,1.7,0.39,56.1,21.2,59.0,38.0,10.9,12.3,1.3,0.4,33.2,46.0,1.0,1004.8,21.7,60.0,1.4,261.0,6.1,334.0,0.0
2024-01-27 14:00:00,竹山,94.0,1.7,0.35,57.0,28.0,46.0,32.0,10.5,11.4,0.9,0.4,32.9,47.0,1.0,1004.4,20.1,65.0,1.3,293.0,5.9,336.0,0.0
2024-01-27 15:00:00,竹山,93.0,1.7,0.36,47.1,33.7,54.0,29.0,12.2,13.7,1.4,0.4,32.4,49.0,1.0,1003.9,19.4,67.0,0.3,290.0,4.9,336.0,0.0
2024-01-27 16:00:00,竹山,92.0,1.7,0.41,39.6,37.5,58.0,32.0,15.1,16.1,1.0,0.3,32.2,50.0,1.0,1003.9,18.6,71.0,0.3,311.0,3.3,331.0,0.0
2024-01-27 17:00:00,竹山,93.0,1.8,0.43,30.1,39.9,60.0,37.0,19.4,20.4,0.9,0.3,32.4,51.0,1.0,1004.4,17.5,75.0,2.0,49.0,5.4,31.0,0.0
2024-01-27 18:00:00,竹山,94.0,1.7,0.47,19.9,40.4,53.0,36.0,25.0,25.8,0.7,0.4,33.1,53.0,1.0,1004.4,17.0,78.0,0.6,14.0,3.9,30.0,0.0
2024-01-27 19:00:00,竹山,99.0,1.6,0.51,12.4,38.6,60.0,40.0,29.6,30.1,0.5,0.4,34.9,54.0,1.0,1005.1,16.5,81.0,0.2,0.0,2.3,17.0,0.0
2024-01-27 20:00:00,竹山,110.0,1.6,0.53,12.5,34.3,70.0,55.0,25.9,26.4,0.5,0.4,38.9,57.0,1.0,1006.4,15.1,87.0,1.2,82.0,3.2,342.0,0.0
2024-01-27 21:00:00,竹山,111.0,1.3,0.52,8.1,28.3,58.0,39.0,26.6,27.4,0.8,0.4,39.4,57.0,1.0,1006.1,14.8,88.0,0.2,0.0,3.9,73.0,0.0
2024-01-27 22:00:00,竹山,114.0,1.2,0.57,4.2,21.7,54.0,41.0,27.9,29.0,1.1,0.4,40.4,58.0,1.0,1006.0,14.2,90.0,1.0,154.0,2.6,96.0,0.0
2024-01-27 23:00:00,竹山,117.0,1.1,0.52,2.5,16.2,52.0,45.0,24.9,26.5,1.5,0.4,41.5,57.0,1.0,1005.9,14.0,92.0,0.9,307.0,2.9,313.0,0.0
2024-01-28 00:00:00,竹山,112.0,1.3,0.49,7.6,12.2,44.0,40.0,20.0,20.5,0.4,0.5,39.9,53.0,1.0,1007.2,13.7,93.0,0.8,64.0,2.5,163.0,0.0
2024-01-28 01:00:00,竹山,109.0,1.2,0.43,10.8,9.8,38.0,31.0,17.3,17.6,0.3,0.5,38.6,50.0,1.0,1005.7,13.5,93.0,0.8,12.0,3.9,88.0,0.0
2024-01-28 02:00:00,竹山,105.0,1.1,0.44,6.8,8.1,36.0,29.0,18.6,19.4,0.7,0.5,37.0,47.0,1.0,1005.1,13.3,93.0,0.3,291.0,4.7,36.0,0.0
2024-01-28 03:00:00,竹山,102.0,0.9,0.43,6.2,7.3,37.0,35.0,15.7,16.6,0.9,0.4,36.0,45.0,1.0,1005.3,12.7,96.0,0.9,68.0,2.4,334.0,0.0
2024-01-28 04:00:00,竹山,99.0,0.9,0.42,7.3,6.7,42.0,32.0,14.3,15.2,0.9,0.4,35.0,44.0,1.0,1005.2,12.5,96.0,1.0,25.0,3.1,36.0,0.0
2024-01-28 05:00:00,竹山,102.0,0.9,0.41,12.9,7.3,36.0,38.0,12.0,12.5,0.5,0.4,35.9,43.0,1.0,1005.1,12.5,96.0,1.5,345.0,4.5,335.0,0.0
2024-01-28 06:00:00,竹山,107.0,0.9,0.43,21.0,9.4,42.0,42.0,10.1,10.6,0.5,0.4,37.8,43.0,1.0,1005.9,12.7,95.0,1.0,36.0,5.2,47.0,0.0
2024-01-28 07:00:00,竹山,106.0,1.0,0.44,22.0,11.8,41.0,35.0,9.8,10.5,0.7,0.4,37.6,43.0,1.0,1006.3,12.9,94.0,1.6,71.0,4.1,23.0,0.0
2024-01-28 08:00:00,竹山,105.0,1.1,0.46,17.8,13.1,41.0,35.0,10.7,11.9,1.1,0.4,37.1,41.0,1.0,1007.1,13.5,93.0,0.9,23.0,3.0,342.0,0.0
2024-01-28 09:00:00,竹山,105.0,1.1,0.45,23.0,14.6,44.0,38.0,9.2,10.8,1.5,0.4,37.1,42.0,1.0,1007.6,15.5,86.0,0.6,246.0,3.7,332.0,0.0
2024-01-28 10:00:00,竹山,99.0,1.2,0.44,27.6,17.2,34.0,30.0,8.5,10.5,2.0,0.4,35.1,40.0,1.0,1007.0,17.2,77.0,0.8,37.0,2.5,68.0,0.0
2024-01-28 11:00:00,竹山,95.0,1.3,0.43,32.3,20.5,31.0,27.0,8.2,10.2,2.0,0.4,33.4,38.0,1.0,1006.8,19.1,71.0,0.5,325.0,4.0,36.0,0.0
2024-01-28 12:00:00,竹山,92.0,1.3,0.42,42.7,24.9,34.0,29.0,7.7,9.1,1.4,0.4,32.2,36.0,1.0,1006.1,21.1,64.0,0.7,310.0,3.6,1.0,0.0
2024-01-28 13:00:00,竹山,90.0,1.4,0.4,53.5,30.0,34.0,31.0,6.8,8.0,1.1,0.4,31.3,35.0,1.0,1005.1,22.2,59.0,1.2,301.0,4.2,342.0,0.0
2024-01-28 14:00:00,竹山,90.0,1.6,0.39,61.2,35.0,41.0,31.0,7.0,7.8,0.8,0.4,31.5,36.0,1.0,1004.2,21.1,60.0,1.2,297.0,4.4,312.0,0.0
2024-01-28 15:00:00,竹山,92.0,1.8,0.42,61.1,39.9,49.0,32.0,8.0,8.9,0.8,0.4,32.0,39.0,1.0,1003.5,21.7,58.0,0.8,271.0,3.4,319.0,0.0
2024-01-28 16:00:00,竹山,94.0,1.9,0.42,59.1,45.1,48.0,36.0,8.5,9.5,0.9,0.4,33.0,41.0,1.0,1003.9,20.5,61.0,1.6,311.0,4.1,301.0,0.0
2024-01-28 17:00:00,竹山,94.0,1.9,0.43,52.9,48.8,50.0,32.0,8.9,9.6,0.6,0.4,32.9,43.0,1.0,1004.4,19.5,65.0,0.3,300.0,4.1,335.0,0.0
2024-01-28 18:00:00,竹山,94.0,1.9,0.47,46.3,51.1,61.0,35.0,11.0,11.5,0.5,0.4,33.1,47.0,1.0,1005.1,17.8,67.0,0.8,333.0,3.5,329.0,0.0
2024-01-28 19:00:00,竹山,95.0,1.7,0.47,37.7,51.8,57.0,35.0,12.4,12.8,0.3,0.4,33.5,48.0,1.0,1005.5,16.9,69.0,1.3,14.0,4.2,10.0,0.0
2024-01-28 20:00:00,竹山,96.0,1.4,0.47,29.6,50.2,53.0,37.0,13.9,14.3,0.4,0.4,33.7,49.0,1.0,1006.1,16.4,72.0,0.1,0.0,4.1,351.0,0.0
2024-01-28 21:00:00,竹山,96.0,1.3,0.48,24.6,46.6,52.0,33.0,15.1,15.4,0.3,0.4,33.6,50.0,1.0,1006.4,15.8,74.0,1.4,57.0,3.1,39.0,0.0
2024-01-28 22:00:00,竹山,96.0,1.4,0.48,22.7,41.8,49.0,35.0,15.5,15.9,0.4,0.4,33.8,49.0,1.0,1006.4,15.3,76.0,1.0,62.0,3.1,47.0,0.0
2024-01-28 23:00:00,竹山,97.0,1.4,0.49,19.9,36.6,47.0,35.0,15.6,16.2,0.5,0.4,34.2,49.0,1.0,1006.5,14.9,78.0,1.1,46.0,3.2,69.0,0.0
2024-01-29 00:00:00,竹山,99.0,1.6,0.51,18.4,31.5,50.0,39.0,17.1,17.6,0.4,0.4,34.8,49.0,1.0,1006.2,14.5,81.0,1.1,36.0,3.1,49.0,0.0
2024-01-29 01:00:00,竹山,100.0,1.4,0.49,17.0,27.0,43.0,36.0,16.2,17.0,0.7,0.4,35.4,48.0,1.0,1006.4,14.5,82.0,0.8,61.0,3.0,78.0,0.0
2024-01-29 02:00:00,竹山,100.0,1.3,0.47,14.7,23.1,45.0,34.0,18.3,19.2,0.8,0.4,35.4,48.0,1.0,1005.5,14.2,84.0,1.7,63.0,3.9,69.0,0.0
2024-01-29 03:00:00,竹山,102.0,1.2,0.46,14.3,20.2,42.0,36.0,15.5,16.6,1.0,0.4,35.7,47.0,1.0,1005.1,17.2,78.4,0.9,149.4,3.6,34.0,0.0
2024-01-29 04:00:00,竹山,103.0,1.1,0.47,12.6,18.0,44.0,41.0,14.2,15.1,0.9,0.4,36.2,46.0,1.0,1005.0,14.2,91.0,0.4,299.0,2.3,168.0,0.0
2024-01-29 05:00:00,竹山,107.0,1.1,0.47,10.9,16.3,57.0,44.0,13.8,14.8,1.0,0.4,37.7,48.0,1.0,1005.3,14.3,92.0,0.6,102.0,2.3,153.0,0.0
2024-01-29 06:00:00,竹山,107.0,1.0,0.49,6.5,14.3,39.0,35.0,13.4,14.4,0.9,0.4,37.8,46.0,1.0,1005.4,14.0,96.0,0.3,124.0,1.8,105.0,0.5
2024-01-29 07:00:00,竹山,104.0,1.0,0.5,2.7,12.1,35.0,30.0,14.3,16.1,1.8,0.4,36.8,45.0,1.0,1005.6,14.2,97.0,0.4,325.0,2.2,301.0,0.0
2024-01-29 08:00:00,竹山,103.0,1.2,0.57,3.0,10.2,44.0,37.0,16.8,22.0,5.1,0.4,36.3,44.0,1.0,1005.7,14.4,98.0,0.1,0.0,1.5,317.0,0.0
2024-01-29 09:00:00,竹山,100.0,1.4,0.55,4.1,8.6,42.0,35.0,16.1,27.0,10.9,0.4,35.3,42.0,1.0,1005.4,15.6,97.0,1.5,67.0,3.3,87.0,0.0
2024-01-29 10:00:00,竹山,97.0,1.6,0.5,11.5,8.2,34.0,29.0,13.7,24.8,11.1,0.5,34.3,41.0,1.0,1004.8,19.4,83.0,1.7,156.0,3.3,158.0,0.0
2024-01-29 11:00:00,竹山,100.0,1.6,0.49,22.8,9.3,44.0,38.0,12.8,19.8,7.0,0.5,35.4,42.0,1.0,1005.0,20.8,76.0,1.4,224.0,5.9,353.0,0.0
2024-01-29 12:00:00,竹山,99.0,1.8,0.44,37.8,12.4,38.0,34.0,12.1,15.5,3.4,0.5,34.8,40.0,1.0,1004.9,21.1,74.0,1.3,236.0,4.1,270.0,0.0
2024-01-29 13:00:00,竹山,95.0,1.5,0.37,46.1,16.8,36.0,26.0,10.7,13.4,2.7,0.4,33.3,39.0,1.0,1003.1,22.9,67.0,0.4,175.0,4.1,160.0,0.0
2024-01-29 14:00:00,竹山,93.0,1.3,0.35,58.2,23.3,30.0,25.0,8.9,10.8,1.9,0.4,32.4,38.0,1.0,1001.8,23.2,66.0,0.7,174.0,4.0,333.0,0.0
2024-01-29 15:00:00,竹山,90.0,1.7,0.35,72.7,32.0,36.0,32.0,8.1,9.3,1.1,0.4,31.5,37.0,1.0,1001.1,23.6,66.0,0.8,266.0,4.2,255.0,0.0
2024-01-29 16:00:00,竹山,86.0,1.8,0.34,76.5,41.2,37.0,26.0,8.4,9.5,1.1,0.4,29.9,37.0,1.0,1001.2,22.4,70.0,1.3,294.0,4.6,338.0,0.0
2024-01-29 17:00:00,竹山,90.0,1.7,0.38,56.8,47.8,72.0,39.0,11.8,12.8,1.0,0.4,31.3,42.0,1.0,1002.9,19.9,81.0,1.0,254.0,4.8,316.0,0.0
2024-01-29 18:00:00,竹山,96.0,1.4,0.39,51.1,52.8,75.0,42.0,12.6,13.5,0.8,0.3,33.7,49.0,1.0,1003.8,18.8,87.0,2.1,70.0,4.7,38.0,0.0
2024-01-29 19:00:00,竹山,100.0,1.3,0.42,41.9,55.1,67.0,41.0,15.6,16.6,0.9,0.3,35.3,54.0,1.0,1003.6,18.0,90.0,0.5,314.0,4.5,38.0,0.0
2024-01-29 20:00:00,竹山,107.0,1.2,0.42,34.5,54.7,72.0,43.0,16.2,17.1,0.8,0.3,37.7,60.0,1.0,1003.9,17.8,91.0,0.5,72.0,2.0,21.0,0.0
2024-01-29 21:00:00,竹山,107.0,1.2,0.43,30.3,52.8,73.0,40.0,16.0,16.8,0.8,0.3,38.0,61.0,1.0,1004.3,17.4,94.0,0.7,333.0,2.3,348.0,0.0
2024-01-29 22:00:00,竹山,111.0,1.3,0.44,28.3,49.0,75.0,48.0,13.4,14.2,0.8,0.3,39.5,63.0,1.0,1003.9,17.6,94.0,1.1,42.0,2.4,65.0,0.0
2024-01-29 23:00:00,竹山,115.0,1.1,0.44,27.2,43.3,85.0,49.0,13.4,14.2,0.8,0.4,41.0,67.0,1.0,1004.0,17.6,93.0,0.7,87.0,2.9,104.0,0.0
2024-01-30 00:00:00,竹山,120.0,1.1,0.42,27.8,37.2,76.0,52.0,11.3,12.2,0.9,0.4,42.9,69.0,1.0,1004.1,17.6,93.0,0.1,0.0,2.2,78.0,0.0
2024-01-30 01:00:00,竹山,124.0,1.3,0.41,24.9,33.2,73.0,46.0,10.5,11.4,0.9,0.4,44.5,70.0,1.0,1003.6,17.4,94.0,1.2,75.0,2.9,73.0,0.0
2024-01-30 02:00:00,竹山,126.0,0.9,0.38,24.1,29.9,64.0,47.0,8.7,9.6,0.9,0.4,45.2,70.0,1.0,1003.3,17.6,92.0,1.2,74.0,3.1,86.0,0.0
2024-01-30 03:00:00,竹山,123.0,0.8,0.36,19.2,27.0,49.0,36.0,6.9,7.9,0.9,0.4,43.8,66.0,1.0,1002.6,17.1,93.0,0.0,0.0,3.7,85.0,0.0
2024-01-30 04:00:00,竹山,120.0,0.7,0.37,18.2,25.0,57.0,40.0,6.9,7.9,0.9,0.4,42.9,65.0,1.0,1002.1,16.9,95.0,0.3,140.0,1.3,146.0,0.0
2024-01-30 05:00:00,竹山,117.0,0.8,0.37,6.8,22.1,46.0,38.0,8.2,9.4,1.1,0.3,41.8,60.0,1.0,1002.0,16.4,96.0,0.0,0.0,0.7,100.0,0.0
2024-01-30 06:00:00,竹山,114.0,0.7,0.41,2.4,18.8,45.0,38.0,9.4,11.8,2.4,0.3,40.5,57.0,1.0,1002.5,16.1,97.0,0.2,0.0,1.5,162.0,0.0
2024-01-30 07:00:00,竹山,116.0,0.8,0.46,4.9,16.0,47.0,41.0,10.8,13.1,2.3,0.3,41.2,56.0,1.0,1003.1,16.2,98.0,0.3,13.0,1.9,64.0,0.0
2024-01-30 08:00:00,竹山,117.0,0.9,0.42,14.6,14.4,55.0,43.0,10.4,12.0,1.5,0.3,41.5,55.0,1.0,1004.0,16.3,98.0,0.4,93.0,2.4,30.0,0.0
2024-01-30 09:00:00,竹山,118.0,0.8,0.41,14.1,13.0,53.0,42.0,10.1,12.1,2.0,0.3,42.1,55.0,1.0,1005.0,16.8,97.0,0.3,280.0,1.5,263.0,0.0
2024-01-30 10:00:00,竹山,118.0,0.8,0.41,15.7,12.0,56.0,40.0,9.8,12.2,2.3,0.4,42.0,55.0,1.0,1005.4,17.6,93.0,1.4,87.0,3.0,71.0,0.0
2024-01-30 11:00:00,竹山,118.0,0.8,0.46,18.1,11.8,54.0,42.0,11.0,15.4,4.4,0.4,41.9,55.0,1.0,1004.3,20.1,84.0,1.0,354.0,3.2,57.0,0.0
2024-01-30 12:00:00,竹山,113.0,0.9,0.39,26.5,12.9,44.0,35.0,10.2,14.4,4.2,0.4,40.2,52.0,1.0,1003.3,23.0,74.0,0.2,0.0,2.8,321.0,0.0
2024-01-30 13:00:00,竹山,104.0,1.0,0.35,42.5,17.4,30.0,23.0,8.7,11.5,2.8,0.4,36.8,48.0,1.0,1001.8,24.8,62.0,1.5,320.0,4.7,316.0,0.0
2024-01-30 14:00:00,竹山,101.0,1.1,0.37,54.6,23.9,34.0,34.0,8.9,10.8,1.8,0.4,35.6,44.0,1.0,1001.1,24.9,65.0,0.7,293.0,4.3,331.0,0.0
2024-01-30 15:00:00,竹山,99.0,1.1,0.41,22.7,26.6,44.0,38.0,10.1,11.4,1.2,0.4,35.0,41.0,1.0,1000.7,24.3,67.0,0.9,312.0,4.8,336.0,0.0
2024-01-30 16:00:00,竹山,102.0,1.3,0.4,67.1,34.1,49.0,39.0,12.7,14.4,1.7,0.4,35.7,42.0,1.0,1001.1,24.1,68.0,0.8,297.0,4.4,342.0,0.0
2024-01-30 17:00:00,竹山,105.0,2.0,0.41,69.3,42.0,43.0,33.0,11.8,13.2,1.3,0.4,37.1,44.0,1.0,1001.3,24.0,67.0,0.9,297.0,1.9,232.0,0.0
2024-01-30 18:00:00,竹山,99.0,4.3,0.5,37.7,45.1,46.0,24.0,21.5,22.9,1.3,0.4,34.9,46.0,1.0,1001.6,21.9,73.0,0.2,0.0,3.5,351.0,0.0
2024-01-30 19:00:00,竹山,94.0,2.5,0.53,29.5,46.7,46.0,28.0,22.6,23.7,1.1,0.4,33.0,46.0,1.0,1002.2,20.1,83.0,0.0,0.0,1.5,156.0,0.0
2024-01-30 20:00:00,竹山,91.0,1.9,0.52,23.6,46.3,45.0,32.0,19.9,20.9,1.0,0.4,31.7,45.0,1.0,1002.7,19.6,85.0,0.0,0.0,1.5,179.0,0.0
2024-01-30 21:00:00,竹山,88.0,1.4,0.49,15.9,42.5,42.0,30.0,17.1,18.2,1.0,0.4,30.7,44.0,1.0,1002.8,19.1,87.0,0.3,155.0,1.1,159.0,0.0
2024-01-30 22:00:00,竹山,86.0,1.4,0.53,9.6,36.1,29.0,23.0,17.3,18.8,1.4,0.4,29.8,41.0,1.0,1002.9,18.4,91.0,0.0,0.0,1.4,165.0,0.0
2024-01-30 23:00:00,竹山,84.0,1.3,0.56,5.6,32.3,35.0,26.0,20.0,21.3,1.2,0.5,28.9,39.0,1.0,1003.1,18.1,91.0,0.4,131.0,1.3,130.0,0.0
2024-01-31 00:00:00,竹山,82.0,1.1,0.43,8.5,25.0,35.0,28.0,15.2,16.2,1.0,0.4,28.1,37.0,1.0,1002.7,17.9,93.0,0.0,0.0,1.3,130.0,0.0
2024-01-31 01:00:00,竹山,81.0,1.0,0.4,8.1,17.3,30.0,25.0,12.3,13.4,1.0,0.4,27.5,35.0,1.0,1002.7,17.2,95.0,0.0,0.0,1.5,166.0,0.0
2024-01-31 02:00:00,竹山,77.0,0.8,0.34,10.6,13.9,30.0,16.0,10.8,11.3,0.5,0.4,26.1,35.0,1.0,1002.2,16.8,95.0,0.0,0.0,0.7,187.0,0.0
2024-01-31 03:00:00,竹山,74.0,0.8,0.34,8.6,11.3,27.0,21.0,9.9,10.3,0.4,0.4,24.7,34.0,1.0,1001.3,16.7,96.0,0.0,0.0,1.3,163.0,0.0
2024-01-31 04:00:00,竹山,70.0,0.9,0.33,7.6,9.3,27.0,21.0,9.1,9.6,0.5,0.4,23.1,32.0,1.0,1001.2,17.3,95.0,0.0,0.0,0.4,184.0,0.0
2024-01-31 05:00:00,竹山,67.0,0.9,0.34,8.4,8.4,25.0,20.0,9.6,10.1,0.5,0.4,22.0,31.0,1.0,1001.4,17.7,94.0,0.0,0.0,1.4,91.0,0.0
2024-01-31 06:00:00,竹山,68.0,0.7,0.34,7.2,8.1,24.0,20.0,10.2,11.3,1.0,0.3,22.3,29.0,1.0,1001.8,17.3,95.0,0.6,150.0,1.5,140.0,0.0
2024-01-31 07:00:00,竹山,67.0,0.8,0.41,3.9,7.9,30.0,20.0,12.2,13.7,1.5,0.3,21.8,29.0,1.0,1002.6,17.3,96.0,0.0,0.0,1.2,165.0,0.0
2024-01-31 08:00:00,竹山,65.0,1.0,0.7,3.5,7.2,37.0,19.0,13.5,20.4,6.8,0.4,21.0,29.0,1.0,1003.3,17.9,95.0,0.0,0.0,1.1,144.0,0.0
2024-01-31 09:00:00,竹山,65.0,1.1,0.72,11.1,7.6,30.0,24.0,14.9,22.2,7.2,0.4,21.3,30.0,1.0,1003.3,21.7,80.0,0.2,0.0,2.3,165.0,0.0
2024-01-31 10:00:00,竹山,63.0,1.1,0.33,17.6,8.5,28.0,14.0,11.8,19.1,7.3,0.4,20.2,30.0,1.0,1003.1,24.7,63.0,2.1,30.0,4.9,51.0,0.0
2024-01-31 11:00:00,竹山,58.0,0.9,0.22,38.5,12.2,21.0,11.0,4.3,5.5,1.2,0.4,18.4,28.0,1.0,1002.3,25.8,58.0,2.4,358.0,6.5,38.0,0.0
2024-01-31 12:00:00,竹山,53.0,0.8,0.2,45.1,16.9,11.0,9.0,3.0,3.7,0.6,0.4,16.4,24.0,1.0,1001.8,26.5,55.0,1.5,11.0,5.8,41.0,0.0
2024-01-31 13:00:00,竹山,44.0,0.9,0.21,49.6,22.1,8.0,7.0,3.3,3.9,0.5,0.3,13.5,20.0,1.0,1001.1,26.3,55.0,1.9,337.0,5.7,292.0,0.0
2024-01-31 14:00:00,竹山,42.0,1.4,0.27,62.3,29.0,18.0,11.0,6.7,7.2,0.5,0.3,12.9,19.0,1.0,1000.1,26.3,57.0,1.3,326.0,4.4,341.0,0.0
2024-01-31 15:00:00,竹山,40.0,1.4,0.27,65.3,36.6,23.0,9.0,7.6,8.2,0.5,0.3,12.2,19.0,1.0,999.2,26.8,56.0,0.8,14.0,3.4,307.0,0.0
2024-01-31 16:00:00,竹山,41.0,1.5,0.25,67.3,44.6,23.0,10.0,6.5,7.1,0.5,0.3,11.8,20.0,1.0,999.1,26.7,56.0,0.0,0.0,2.8,37.0,0.0
2024-01-31 17:00:00,竹山,47.0,1.4,0.27,65.6,51.4,20.0,14.0,6.9,7.4,0.5,0.2,12.5,21.0,1.0,999.4,26.6,56.0,0.0,0.0,0.8,278.0,0.0
2024-01-31 18:00:00,竹山,50.0,2.2,0.36,44.3,54.8,32.0,17.0,13.1,13.7,0.5,0.2,13.1,23.0,1.0,1000.0,25.3,61.0,1.3,345.0,4.5,339.0,0.0
2024-01-31 19:00:00,竹山,49.0,3.0,0.41,28.3,53.5,28.0,16.0,16.8,17.3,0.4,0.2,13.8,24.0,1.0,1000.6,23.7,66.0,0.2,0.0,3.2,343.0,0.0
2024-01-31 20:00:00,竹山,46.0,1.4,0.42,21.6,50.5,28.0,14.0,21.0,22.3,1.3,0.3,14.1,24.0,1.0,1001.1,21.3,79.0,0.0,0.0,2.1,163.0,0.0
2024-01-31 21:00:00,竹山,45.0,1.1,0.43,11.6,45.8,24.0,16.0,19.7,21.0,1.3,0.3,14.0,25.0,1.0,1000.7,20.5,82.0,0.0,0.0,1.0,175.0,0.0
2024-01-31 22:00:00,竹山,43.0,1.1,0.43,8.8,39.1,22.0,12.0,20.2,21.0,0.7,0.3,13.3,23.0,1.0,1001.0,19.3,87.0,0.4,187.0,1.3,178.0,0.0
2024-01-31 23:00:00,竹山,41.0,0.9,0.33,12.0,32.4,17.0,10.0,13.9,14.7,0.7,0.3,12.5,21.0,1.0,1001.0,18.4,90.0,0.0,0.0,1.4,177.0,0.0
